"sp_taxon_1";"sp_taxon_2";"value"
"Lasioglossum sp1";"Abelia serrata";1
"Lasioglossum sp1";"Geranium shikokianum";1
"Lasioglossum sp1";"Heteropappus hispidus";1
"Lasioglossum sp1";"Saussurea yanagisawae";1
"Lasioglossum sp1";"Aster ageratoides";1
"Lasioglossum sp1";"Aster scaber";1
"Lasioglossum sp1";"Saussurea gracilis";1
"Lasioglossum sp1";"Solidago virg-aurea";1
"Lasioglossum sp1";"Cimicifuga acerina";1
"Lasioglossum sp1";"Patrinia villosa";1
"Bombus ardens";"Deutzia crenata";1
"Bombus ardens";"Benthamidia japonica";1
"Bombus ardens";"Rhododendron kiusuanum";1
"Bombus ardens";"Weigela decora";1
"Bombus ardens";"Weigela japonica";1
"Bombus ardens";"Rubus parvifolius";1
"Bombus ardens";"Lyonia ovalifolia";1
"Bombus ardens";"Styrax japonica";1
"Bombus ardens";"Rubus phoenicolasius";1
"Baris dispilota";"Cirsium japonicum";1
"Baris dispilota";"Astilbe thunbergii";1
"Baris dispilota";"Erigeron annuus";1
"Baris dispilota";"Hydrangea paniculata";1
"Baris dispilota";"Rubus parvifolius";1
"Baris dispilota";"Anaphalis margaritacea";1
"Baris dispilota";"Ligularia fischerii";1
"Baris dispilota";"Eupatorium chinense";1
"Lasioglossum sp2";"Ranunculus japonicus";1
"Lasioglossum sp2";"Ixeris dentata";1
"Lasioglossum sp2";"Veronica rotunda";1
"Lasioglossum sp2";"Epimedium diphyllum";1
"Lasioglossum sp2";"Hydrocotyle ramiflora";1
"Lasioglossum sp2";"Vicia unijuga";1
"Lasioglossum sp2";"Paederia scandens";1
"Lasioglossum sp2";"Polygala japonica";1
"Oedemeronia lucidicollis ";"Salix sieboldiana";1
"Oedemeronia lucidicollis ";"Ranunculus japonicus";1
"Oedemeronia lucidicollis ";"Viola orientalis";1
"Oedemeronia lucidicollis ";"Potentilla freyniana";1
"Oedemeronia lucidicollis ";"Viburnum dilatatum";1
"Oedemeronia lucidicollis ";"Epimedium diphyllum";1
"Oedemeronia lucidicollis ";"Iris rossii";1
"Oedemeronia lucidicollis ";"Pseudostellaria heterantha";1
"Ceratina flavipes ";"Cirsium japonicum";1
"Ceratina flavipes ";"Ranunculus japonicus";1
"Ceratina flavipes ";"Weigela decora";1
"Ceratina flavipes ";"Lespedeza bicolor";1
"Ceratina flavipes ";"Geranium shikokianum";1
"Ceratina flavipes ";"Prunella vulgaris";1
"Ceratina flavipes ";"Inula japonica";1
"Ceratina megastigmata ";"Cirsium suffultum";1
"Ceratina megastigmata ";"Lespedeza bicolor";1
"Ceratina megastigmata ";"Geranium shikokianum";1
"Ceratina megastigmata ";"Weigela japonica";1
"Ceratina megastigmata ";"Aster ageratoides";1
"Ceratina megastigmata ";"Aster scaber";1
"Ceratina megastigmata ";"Inula salicina";1
"Nonarthra cyanea";"Cirsium japonicum";1
"Nonarthra cyanea";"Pieris japonica";1
"Nonarthra cyanea";"Cirsium suffultum";1
"Nonarthra cyanea";"Geranium shikokianum";1
"Nonarthra cyanea";"Allium thunbergii";1
"Nonarthra cyanea";"Saussurea yanagisawae";1
"Nonarthra cyanea";"Solidago virg-aurea";1
"Peribaea sp1";"Deutzia crenata";1
"Peribaea sp1";"Ligularia japonica";1
"Peribaea sp1";"Astilbe thunbergii";1
"Peribaea sp1";"Ixeris dentata";1
"Peribaea sp1";"Erigeron annuus";1
"Peribaea sp1";"Viburnum dilatatum";1
"Peribaea sp1";"Valeriana fauriei";1
"Eristalis cerealis ";"Deutzia crenata";1
"Eristalis cerealis ";"Cirsium japonicum";1
"Eristalis cerealis ";"Polygonum cuspidatum";1
"Eristalis cerealis ";"Benthamidia japonica";1
"Eristalis cerealis ";"Castanea crenata";1
"Eristalis cerealis ";"Heteropappus hispidus";1
"Melanostoma scalare";"Prunus jamasakura";1
"Melanostoma scalare";"Ranunculus japonicus";1
"Melanostoma scalare";"Ixeris dentata";1
"Melanostoma scalare";"Hydrangea luteo-venosa";1
"Melanostoma scalare";"Prunella vulgaris";1
"Melanostoma scalare";"Moehringia lateriflora";1
"Stomorhina obsoleta ";"Deutzia crenata";1
"Stomorhina obsoleta ";"Polygonum cuspidatum";1
"Stomorhina obsoleta ";"Astilbe thunbergii";1
"Stomorhina obsoleta ";"Hydrangea paniculata";1
"Stomorhina obsoleta ";"Clethra barvinervis";1
"Stomorhina obsoleta ";"Patrinia scabiosaefolia";1
"Tetralonia nipponensis";"Cirsium japonicum";1
"Tetralonia nipponensis";"Viola grypoceras";1
"Tetralonia nipponensis";"Weigela decora";1
"Tetralonia nipponensis";"Viola orientalis";1
"Tetralonia nipponensis";"Iris rossii";1
"Tetralonia nipponensis";"Corydalis lineariloba";1
"Betasyrphus serarius";"Deutzia crenata";1
"Betasyrphus serarius";"Cirsium japonicum";1
"Betasyrphus serarius";"Prunella vulgaris";1
"Betasyrphus serarius";"Viburnum erosum";1
"Betasyrphus serarius";"Eupatorium chinense";1
"Campsomeris prismatica";"Cirsium suffultum";1
"Campsomeris prismatica";"Sophora flavescens";1
"Campsomeris prismatica";"Heteropappus hispidus";1
"Campsomeris prismatica";"Saussurea yanagisawae";1
"Campsomeris prismatica";"Saussurea gracilis";1
"Eusphalerum parallelym";"Pieris japonica";1
"Eusphalerum parallelym";"Prunus jamasakura";1
"Eusphalerum parallelym";"Viola grypoceras";1
"Eusphalerum parallelym";"Salix vulpina";1
"Eusphalerum parallelym";"Lindera sericea";1
"Fabriciana adippe";"Cirsium japonicum";1
"Fabriciana adippe";"Lysimachia clethroides";1
"Fabriciana adippe";"Prunella vulgaris";1
"Fabriciana adippe";"Spiraea japonica";1
"Fabriciana adippe";"Ligularia fischerii";1
"Hoplismenus sp1";"Salix sieboldiana";1
"Hoplismenus sp1";"Deutzia crenata";1
"Hoplismenus sp1";"Prunus jamasakura";1
"Hoplismenus sp1";"Salix vulpina";1
"Hoplismenus sp1";"Veratrum maackii";1
"Lasioglossum sp3";"Cirsium suffultum";1
"Lasioglossum sp3";"Ranunculus japonicus";1
"Lasioglossum sp3";"Weigela decora";1
"Lasioglossum sp3";"Ixeris dentata";1
"Lasioglossum sp3";"Viburnum erosum";1
"Mordellistena sp1";"Deutzia crenata";1
"Mordellistena sp1";"Cirsium japonicum";1
"Mordellistena sp1";"Lysimachia clethroides";1
"Mordellistena sp1";"Dianthus superbus";1
"Mordellistena sp1";"Galium verum";1
"Oxycetonia jucunda ";"Cirsium suffultum";1
"Oxycetonia jucunda ";"Polygonum cuspidatum";1
"Oxycetonia jucunda ";"Echinops setifer";1
"Oxycetonia jucunda ";"Quercus dentata";1
"Oxycetonia jucunda ";"Hypericum pseudopetiolatum";1
"Parnara guttata ";"Cirsium japonicum";1
"Parnara guttata ";"Cirsium suffultum";1
"Parnara guttata ";"Ligularia japonica";1
"Parnara guttata ";"Echinops setifer";1
"Parnara guttata ";"Hemerocallis vespertina";1
"Philopota nigroaenea ";"Deutzia crenata";1
"Philopota nigroaenea ";"Rhododendron kiusuanum";1
"Philopota nigroaenea ";"Abelia serrata";1
"Philopota nigroaenea ";"Hydrangea luteo-venosa";1
"Philopota nigroaenea ";"Weigela japonica";1
"Ammophila sabulosa";"Deutzia crenata";1
"Ammophila sabulosa";"Sophora flavescens";1
"Ammophila sabulosa";"Veronica rotunda";1
"Ammophila sabulosa";"Asparagus schoberioides";1
"Andrena longitibialis";"Salix sieboldiana";1
"Andrena longitibialis";"Rhododendron kiusuanum";1
"Andrena longitibialis";"Hydrangea luteo-venosa";1
"Andrena longitibialis";"Rhododendron reticulatum";1
"Andrena mikado";"Salix sieboldiana";1
"Andrena mikado";"Pieris japonica";1
"Andrena mikado";"Rhododendron kiusuanum";1
"Andrena mikado";"Rhododendron reticulatum";1
"Andrena watasei";"Pieris japonica";1
"Andrena watasei";"Viola grypoceras";1
"Andrena watasei";"Viola orientalis";1
"Andrena watasei";"Weigela japonica";1
"Bibio gracilipalpus";"Salix sieboldiana";1
"Bibio gracilipalpus";"Pieris japonica";1
"Bibio gracilipalpus";"Viola grypoceras";1
"Bibio gracilipalpus";"Salix vulpina";1
"Bombylius major";"Rhododendron kiusuanum";1
"Bombylius major";"Viola grypoceras";1
"Bombylius major";"Rhododendron reticulatum";1
"Bombylius major";"Viola hondoensis";1
"Camponotus japonicus";"Polygonum cuspidatum";1
"Camponotus japonicus";"Sophora flavescens";1
"Camponotus japonicus";"Quercus dentata";1
"Camponotus japonicus";"Chionographis japonica";1
"Helophilus virgatus ";"Deutzia crenata";1
"Helophilus virgatus ";"Pieris japonica";1
"Helophilus virgatus ";"Abelia serrata";1
"Helophilus virgatus ";"Viburnum erosum";1
"Lasioglossum sp4";"Deutzia crenata";1
"Lasioglossum sp4";"Spiraea japonica";1
"Lasioglossum sp4";"Veronica rotunda";1
"Lasioglossum sp4";"Aletris luteoviridis";1
"Papilio machaon";"Cirsium suffultum";1
"Papilio machaon";"Echinops setifer";1
"Papilio machaon";"Inula japonica";1
"Papilio machaon";"Lilium leichtlinii";1
"Sphaerophoria macrogaster ";"Ixeris dentata";1
"Sphaerophoria macrogaster ";"Veronica rotunda";1
"Sphaerophoria macrogaster ";"Chionographis japonica";1
"Sphaerophoria macrogaster ";"Dianthus superbus";1
"Zypangia lewisi";"Cirsium japonicum";1
"Zypangia lewisi";"Ranunculus japonicus";1
"Zypangia lewisi";"Cephalantera falcata";1
"Zypangia lewisi";"Epimedium diphyllum";1
"Andrena dentata";"Pieris japonica";1
"Andrena dentata";"Hydrangea paniculata";1
"Andrena dentata";"Clethra barvinervis";1
"Andrena Knuthi";"Deutzia crenata";1
"Andrena Knuthi";"Ixeris dentata";1
"Andrena Knuthi";"Viburnum dilatatum";1
"Andrena komachi ";"Pieris japonica";1
"Andrena komachi ";"Ranunculus japonicus";1
"Andrena komachi ";"Potentilla freyniana";1
"Bibio sp1";"Salix sieboldiana";1
"Bibio sp1";"Pieris japonica";1
"Bibio sp1";"Viola grypoceras";1
"Delia sp1";"Salix sieboldiana";1
"Delia sp1";"Deutzia crenata";1
"Delia sp1";"Hydrangea serrata";1
"Euthyneura sp1";"Prunus jamasakura";1
"Euthyneura sp1";"Ranunculus japonicus";1
"Euthyneura sp1";"Abelia serrata";1
"Lasioglossum sp5";"Cirsium japonicum";1
"Lasioglossum sp5";"Lysimachia clethroides";1
"Lasioglossum sp5";"Galium verum";1
"Ochlodes ochraceus";"Cirsium japonicum";1
"Ochlodes ochraceus";"Astilbe thunbergii";1
"Ochlodes ochraceus";"Prunella vulgaris";1
"Paragus jozanus ";"Deutzia crenata";1
"Paragus jozanus ";"Hydrocotyle ramiflora";1
"Paragus jozanus ";"Parnassia palustris";1
"Platycheirus urakawensis";"Ranunculus japonicus";1
"Platycheirus urakawensis";"Viola orientalis";1
"Platycheirus urakawensis";"Potentilla freyniana";1
"Prosena sp1";"Cirsium suffultum";1
"Prosena sp1";"Lespedeza bicolor";1
"Prosena sp1";"Echinops setifer";1
"Siphona sp1";"Lysimachia clethroides";1
"Siphona sp1";"Astilbe thunbergii";1
"Siphona sp1";"Castanea crenata";1
"Vespa simillima";"Cirsium japonicum";1
"Vespa simillima";"Echinops setifer";1
"Vespa simillima";"Codonopsis lanceolata";1
"Andrena kaguya";"Ranunculus japonicus";1
"Andrena kaguya";"Viola orientalis";1
"Andrena minutula";"Viola orientalis";1
"Andrena minutula";"Potentilla freyniana";1
"Andrena taraxaci";"Deutzia crenata";1
"Andrena taraxaci";"Benthamidia japonica";1
"Anthemus magnius";"Salix sieboldiana";1
"Anthemus magnius";"Prunus jamasakura";1
"Apis cerana ";"Polygonum cuspidatum";1
"Apis cerana ";"Lespedeza bicolor";1
"Aulacophora nigripennis ";"Aster scaber";1
"Aulacophora nigripennis ";"Solidago virg-aurea";1
"Byturus sp1";"Pieris japonica";1
"Byturus sp1";"Rubus parvifolius";1
"Cheilosia sp1";"Ranunculus japonicus";1
"Cheilosia sp1";"Potentilla freyniana";1
"Cheilosia sp2";"Deutzia crenata";1
"Cheilosia sp2";"Astilbe thunbergii";1
"Dalopius tamui";"Prunus jamasakura";1
"Dalopius tamui";"Weigela decora";1
"Fabriciana nerippe";"Lysimachia clethroides";1
"Fabriciana nerippe";"Hydrangea luteo-venosa";1
"Formica japonica ";"Parnassia palustris";1
"Formica japonica ";"Swertia japonica";1
"Himatium sp1";"Pieris japonica";1
"Himatium sp1";"Lysimachia clethroides";1
"Hoplia moerens";"Deutzia crenata";1
"Hoplia moerens";"Quercus dentata";1
"Lasioglossum apristum";"Hydrangea paniculata";1
"Lasioglossum apristum";"Clethra barvinervis";1
"Lasioglossum sibiriacum";"Polygonum cuspidatum";1
"Lasioglossum sibiriacum";"Hydrangea serrata";1
"Lycaena phlaeas ";"Lysimachia clethroides";1
"Lycaena phlaeas ";"Ligularia japonica";1
"Manobidia nipponica";"Salix vulpina";1
"Manobidia nipponica";"Lindera sericea";1
"Megacampsomeris grossa";"Cirsium japonicum";1
"Megacampsomeris grossa";"Cirsium suffultum";1
"Megachile tsurugensis ";"Cirsium japonicum";1
"Megachile tsurugensis ";"Cirsium suffultum";1
"Meligethes sp1";"Pieris japonica";1
"Meligethes sp1";"Prunus jamasakura";1
"Mikadocantharis japonica";"Salix sieboldiana";1
"Mikadocantharis japonica";"Prunus jamasakura";1
"Myrmica sp1";"Weigela decora";1
"Myrmica sp1";"Abelia serrata";1
"Panorpa trizonata";"Geranium shikokianum";1
"Panorpa trizonata";"Angelica longeradiata";1
"Paragus quadrifasciatus";"Galium verum";1
"Paragus quadrifasciatus";"Hydrocotyle ramiflora";1
"Pidonia piziloi";"Rhododendron kiusuanum";1
"Pidonia piziloi";"Rhododendron reticulatum";1
"Pieris melete";"Deutzia crenata";1
"Pieris melete";"Cirsium japonicum";1
"Platycheirus clypeatus";"Rhododendron kiusuanum";1
"Platycheirus clypeatus";"Ixeris dentata";1
"Podabrus malthinoides";"Salix sieboldiana";1
"Podabrus malthinoides";"Pieris japonica";1
"Polytremis pellucida";"Lysimachia clethroides";1
"Polytremis pellucida";"Ligularia japonica";1
"Popillia japonica ";"Lysimachia clethroides";1
"Popillia japonica ";"Hydrangea paniculata";1
"Prothemus ciusianus ";"Benthamidia japonica";1
"Prothemus ciusianus ";"Weigela decora";1
"Scaeva komabensis";"Lespedeza bicolor";1
"Scaeva komabensis";"Allium thunbergii";1
"Themus midas";"Salix sieboldiana";1
"Themus midas";"Benthamidia japonica";1
"Unidentified sp1";"Polygonum cuspidatum";1
"Unidentified sp1";"Quercus dentata";1
"Unidentified sp2";"Deutzia crenata";1
"Unidentified sp2";"Schizophragma hydrangeoides";1
"Urophora sachalinensis";"Erigeron annuus";1
"Urophora sachalinensis";"Erigeron philadelphicus";1
"Aldrichina grahami";"Benthamidia japonica";1
"Allobaccha apicalis";"Weigela japonica";1
"Allobaccha sp1";"Deutzia crenata";1
"Ampelophaga rubiginosa";"Hemerocallis vespertina";1
"Anaspis sp1";"Lindera sericea";1
"Anaspis sp2";"Deutzia crenata";1
"Andrena benefica";"Salix sieboldiana";1
"Andrena halictoides";"Weigela japonica";1
"Andrena hikosana ";"Deutzia crenata";1
"Andrena okabei";"Pieris japonica";1
"Andrena prostomias";"Deutzia crenata";1
"Andrena sp1";"Gentiana zollingeri";1
"Anechura japonica";"Spiraea japonica";1
"Anomala octiescoctata";"Dioscorea asclepiadea";1
"Anthemus maculielytris";"Weigela decora";1
"Apoderus erythrogaster";"Cephalantera falcata";1
"Argyronome ruslana";"Ligularia japonica";1
"Athousius sp1";"Salix sieboldiana";1
"Baccha maculata ";"Astilbe thunbergii";1
"Balataea gracilis";"Erigeron annuus";1
"Bibio aneuretus";"Pieris japonica";1
"Bibio simulans";"Salix sieboldiana";1
"Bibio sp2";"Lyonia ovalifolia";1
"Bibio sp3";"Pieris japonica";1
"Bibio sp4";"Salix sieboldiana";1
"Bibio sp5";"Prunus jamasakura";1
"Byturus sp2";"Prunus jamasakura";1
"Campiglossa hirayamae";"Lysimachia clethroides";1
"Campsomeriella annulata";"Echinops setifer";1
"Ceratina iwatai";"Prunella vulgaris";1
"Cheilosia sp3";"Deutzia crenata";1
"Cheilosia sp4";"Viola orientalis";1
"Cheilosia sp5";"Potentilla freyniana";1
"Chrysomela vigintipunctata";"Viola orientalis";1
"Chrysopa sp1";"Patrinia villosa";1
"Coelioxys sp1";"Dianthus superbus";1
"Colletes perforator ";"Lespedeza bicolor";1
"Copromyza sp1";"Pieris japonica";1
"Crossocerus sp1";"Quercus dentata";1
"Cteniopinus hypocrita";"Castanea crenata";1
"Delia sp2";"Salix sieboldiana";1
"Delia sp3";"Pieris japonica";1
"Delia sp4";"Cephalantera falcata";1
"Delia sp5";"Rhododendron kiusuanum";1
"Dideaides coquilletti";"Weigela japonica";1
"Dinoptera minuta";"Salix sieboldiana";1
"Drosophila sp1";"Polygonum cuspidatum";1
"Drosophila sp2";"Lindera sericea";1
"Ectinohoplia obducta ";"Viburnum dilatatum";1
"Epistrophe aino";"Benthamidia japonica";1
"Episyrphus balteatus";"Allium thunbergii";1
"Epuraea bergeri";"Prunus jamasakura";1
"Eucetonia pilifera";"Pieris japonica";1
"Eumea sp1";"Veratrum maackii";1
"Eumea sp2";"Veratrum maackii";1
"Eumerus sp1";"Hydrangea luteo-venosa";1
"Eurychaeta sp1";"Sanguisorba officinalis";1
"Exosoma flaviventre";"Deutzia crenata";1
"Fischeria sp1";"Astilbe thunbergii";1
"Gambrinus sp1";"Chionographis japonica";1
"Hesperomorpha hirsuta";"Castanea crenata";1
"Homoneura sp1";"Salix sieboldiana";1
"Homoneura sp2";"Weigela decora";1
"Ichneumon sp1";"Salix sieboldiana";1
"Ichneumon sp2";"Veratrum maackii";1
"Ivela auripes";"Benthamidia japonica";1
"Lasioglossum baleicum";"Hydrangea serrata";1
"Lasioglossum occidens";"Ranunculus japonicus";1
"Lasioglossum sp6";"Galium verum";1
"Lasioglossum sp7";"Erigeron annuus";1
"Lasioglossum sp8";"Dianthus superbus";1
"Lasiomma sp1";"Salix vulpina";1
"Linnaemya sp1";"Chionographis japonica";1
"Liriomyza sp1";"Lyonia ovalifolia";1
"Macroglossum bombylaus";"Ligularia japonica";1
"Macroglossum sp1";"Cirsium suffultum";1
"Macroglossum stellatarum";"Cirsium japonicum";1
"Macrolagria robusticeps";"Abelia serrata";1
"Maculinea teleius";"Adenophora triphylla";1
"Megachile japonica";"Cirsium japonicum";1
"Megachile remota";"Lespedeza bicolor";1
"Meigenia sp1";"Veratrum maackii";1
"Meigenia sp2";"Clethra barvinervis";1
"Melangyna sp1";"Potentilla freyniana";1
"Meliscaeva cinctella";"Galium japonicum";1
"Metrioptera hime";"Hemerocallis vespertina";1
"Minois dryas";"Adenophora triphylla";1
"Neaitamus angusticornis";"Hydrangea luteo-venosa";1
"Nemophora umbripennis";"Deutzia crenata";1
"Neope niphonica";"Quercus dentata";1
"Neptis sappho";"Sophora flavescens";1
"Nomada asozuana";"Rhododendron kiusuanum";1
"Nomada diervillae";"Pieris japonica";1
"Nomada japonica";"Cirsium japonicum";1
"Nomada muinensis";"Erigeron annuus";1
"Nomada mutsuensis";"Viola grypoceras";1
"Nomada sp1";"Erigeron annuus";1
"Pachyprotasis sp1";"Prunus jamasakura";1
"Papilio bianor";"Ligularia japonica";1
"Paragus haemorrhous";"Heteropappus hispidus";1
"Paraserica gricea";"Weigela decora";1
"Phebellia sp1";"Benthamidia japonica";1
"Phyllopertha diversa";"Luzula capitata";1
"Phytobius sp1";"Rubus parvifolius";1
"Pidonia hylophila";"Styrax japonica";1
"Pipunculus sp1";"Staphylea bumalda";1
"Priocnemis cyphonota";"Hydrangea paniculata";1
"Prosena siberita";"Geranium shikokianum";1
"Protichneumon sp1";"Deutzia crenata";1
"Ravinia sp1";"Benthamidia japonica";1
"Rhinoncomimus sp1";"Geranium shikokianum";1
"Rhogogaster varipes";"Salix sieboldiana";1
"Scirpophaga sp1";"Viola orientalis";1
"Sepsis sp1";"Rubus parvifolius";1
"Sisyropa sp1";"Deutzia crenata";1
"Sympetrum frequens";"Ligularia japonica";1
"Syrphus torvus";"Quercus dentata";1
"Syrphus vitripernis";"Salix sieboldiana";1
"Tachina sp1";"Viola grypoceras";1
"Tapinoma sp1";"Arisaema japonicum";1
"Tenthredo fukaii ";"Salix sieboldiana";1
"Thoressa varia";"Cirsium japonicum";1
"Trachys saundersi ";"Deutzia crenata";1
"Trypherus nipponicus";"Sophora flavescens";1
"Unidentified sp10";"Viola grypoceras";1
"Unidentified sp11";"Salix sieboldiana";1
"Unidentified sp12";"Prunus jamasakura";1
"Unidentified sp13";"Polygonum cuspidatum";1
"Unidentified sp14";"Abelia serrata";1
"Unidentified sp15";"Potentilla freyniana";1
"Unidentified sp16";"Viola grypoceras";1
"Unidentified sp17";"Viburnum dilatatum";1
"Unidentified sp18";"Viburnum dilatatum";1
"Unidentified sp19";"Arisaema japonicum";1
"Unidentified sp20";"Salix sieboldiana";1
"Unidentified sp21";"Abelia serrata";1
"Unidentified sp22";"Prunus jamasakura";1
"Unidentified sp23";"Lysimachia clethroides";1
"Unidentified sp24";"Anaphalis margaritacea";1
"Unidentified sp25";"Arisaema japonicum";1
"Unidentified sp26";"Arisaema japonicum";1
"Unidentified sp27";"Arisaema japonicum";1
"Unidentified sp28";"Salix sieboldiana";1
"Unidentified sp29";"Arisaema japonicum";1
"Unidentified sp3";"Pieris japonica";1
"Unidentified sp30";"Prunus jamasakura";1
"Unidentified sp31";"Salix sieboldiana";1
"Unidentified sp32";"Prunus jamasakura";1
"Unidentified sp33";"Arisaema japonicum";1
"Unidentified sp34";"Arisaema japonicum";1
"Unidentified sp35";"Arisaema japonicum";1
"Unidentified sp36";"Arisaema japonicum";1
"Unidentified sp37";"Arisaema japonicum";1
"Unidentified sp38";"Pieris japonica";1
"Unidentified sp39";"Arisaema japonicum";1
"Unidentified sp4";"Hypericum pseudopetiolatum";1
"Unidentified sp40";"Pieris japonica";1
"Unidentified sp41";"Arisaema japonicum";1
"Unidentified sp42";"Arisaema japonicum";1
"Unidentified sp43";"Prunus jamasakura";1
"Unidentified sp44";"Salix sieboldiana";1
"Unidentified sp45";"Abelia serrata";1
"Unidentified sp46";"Arisaema japonicum";1
"Unidentified sp47";"Salix sieboldiana";1
"Unidentified sp48";"Castanea crenata";1
"Unidentified sp49";"Geranium shikokianum";1
"Unidentified sp5";"Polygonum cuspidatum";1
"Unidentified sp50";"Arisaema japonicum";1
"Unidentified sp51";"Cirsium japonicum";1
"Unidentified sp52";"Salix sieboldiana";1
"Unidentified sp53";"Salix sieboldiana";1
"Unidentified sp54";"Salix sieboldiana";1
"Unidentified sp55";"Weigela decora";1
"Unidentified sp56";"Salix sieboldiana";1
"Unidentified sp57";"Salix sieboldiana";1
"Unidentified sp58";"Salix sieboldiana";1
"Unidentified sp59";"Salix vulpina";1
"Unidentified sp6";"Cephalantera falcata";1
"Unidentified sp60";"Salix vulpina";1
"Unidentified sp61";"Salix sieboldiana";1
"Unidentified sp62";"Lindera sericea";1
"Unidentified sp63";"Lindera sericea";1
"Unidentified sp64";"Rhododendron reticulatum";1
"Unidentified sp65";"Prunus jamasakura";1
"Unidentified sp66";"Salix sieboldiana";1
"Unidentified sp67";"Salix sieboldiana";1
"Unidentified sp68";"Salix sieboldiana";1
"Unidentified sp69";"Salix sieboldiana";1
"Unidentified sp7";"Salix sieboldiana";1
"Unidentified sp70";"Salix sieboldiana";1
"Unidentified sp71";"Salix sieboldiana";1
"Unidentified sp72";"Viola grypoceras";1
"Unidentified sp73";"Viola orientalis";1
"Unidentified sp74";"Salix sieboldiana";1
"Unidentified sp75";"Benthamidia japonica";1
"Unidentified sp8";"Prunus jamasakura";1
"Unidentified sp9";"Pieris japonica";1
"Vanessa indica ";"Cirsium suffultum";1
"Vespa tropica";"Cirsium japonicum";1
"Vibidia duodecimguttata";"Pieris japonica";1
"Volucella jeddona";"Cirsium japonicum";1
