"sp_taxon_1";"sp_taxon_2";"value"
"Villa  semifuscata";"Chaetanthera euphrasioides";"1"
"Villa  sp. ";"Chaetanthera euphrasioides";"1"
"Villa  arenarius";"Chaetanthera euphrasioides";"1"
"Spathipalpus philippii";"Chaetanthera euphrasioides";"1"
"Eurygostomyia philippii";"Chaetanthera microphylla";"1"
"Faunula leucoglene";"Chaetanthera microphylla";"1"
"Scaeva melanostoma";"Chaetanthera microphylla";"1"
"Anthidium funereum";"Chuquiraga oppositifolia";"1"
"Auca coctei-pales";"Chuquiraga oppositifolia";"1"
"Bombus dahlbomii";"Chuquiraga oppositifolia";"1"
"Centris nigerrima";"Chuquiraga oppositifolia";"1"
"Etcheverrius chilensis";"Chuquiraga oppositifolia";"1"
"Faunula leucoglene";"Chuquiraga oppositifolia";"1"
"Scaeva melanostoma";"Chuquiraga oppositifolia";"1"
"Tatochila mercedis";"Chuquiraga oppositifolia";"1"
"Tatochila blanchardii";"Chuquiraga oppositifolia";"1"
"Villa  semifuscata";"Chuquiraga oppositifolia";"1"
"Megachile sp. 1";"Chuquiraga oppositifolia";"1"
"Hymenoptera n.i.";"Haplopappus chysanthemifolius";"1"
"Lepidoptera n.i.";"Haplopappus chysanthemifolius";"1"
"Scaeva melanostoma";"Haplopappus chysanthemifolius";"1"
"Auca coctei-pales";"Haplopappus sericeus";"1"
"Etcheverrius chilensis";"Haplopappus sericeus";"1"
"Megachile semirufa";"Haplopappus sericeus";"1"
"Panurgineae sp.";"Haplopappus sericeus";"1"
"Scaeva melanostoma";"Haplopappus sericeus";"1"
"Yramea lathonoides";"Haplopappus sericeus";"1"
"Centris cineraria";"Hypochoeris sp.";"1"
"Ruizantheda mutabilis";"Hypochoeris sp.";"1"
"Scaeva melanostoma";"Hypochoeris sp.";"1"
"Tatochila mercedis";"Hypochoeris sp.";"1"
"Villa  sp. ";"Hypochoeris sp.";"1"
"Coleoptera n.i.";"Hypochoeris sp.";"1"
"Scaeva melanostoma";"Leuceria landbeckii";"1"
"Megachile sp. 1";"Leuceria landbeckii";"1"
"Centris cineraria";"Madia sativa";"1"
"Corynura sp.";"Madia sativa";"1"
"Dialictus sp.";"Madia sativa";"1"
"Diptera n.i.";"Madia sativa";"1"
"Hemicolletes ruizi";"Madia sativa";"1"
"Auca coctei-pales";"Mustisia acerosa";"1"
"Etcheverrius chilensis";"Mustisia acerosa";"1"
"Lepidoptera n.i.";"Mustisia acerosa";"1"
"Bombus dahlbomii";"Mustisia sinuata";"1"
"Etcheverrius chilensis";"Mustisia sinuata";"1"
"Isepeolus niveiventris";"Mustisia sinuata";"1"
"Megachile semirufa";"Mustisia sinuata";"1"
"Scaeva melanostoma";"Mustisia sinuata";"1"
"Megachile sp. 1";"Mustisia sinuata";"1"
"Anthidium chilensis";"Mustisia subulata";"1"
"Auca coctei-pales";"Mustisia subulata";"1"
"Etcheverrius chilensis";"Mustisia subulata";"1"
"Auca coctei-pales";"Nardophyllum lanatum";"1"
"Diptera n.i.";"Nardophyllum lanatum";"1"
"Dasybasis sp. 1";"Nassauvia heterophylla";"1"
"Diptera n.i.";"Nassauvia heterophylla";"1"
"Villa  sp. ";"Nassauvia heterophylla";"1"
"Vibrissomyia sp.";"Nassauvia heterophylla";"1"
"Villa  verdensis";"Nassauvia heterophylla";"1"
"Auca coctei-pales";"Perezia carthamoides";"1"
"Etcheverrius chilensis";"Perezia carthamoides";"1"
"Hymenoptera n.i.";"Perezia carthamoides";"1"
"Ruiziella luctuosa";"Perezia carthamoides";"1"
"Truphoecus bellus";"Perezia carthamoides";"1"
"Anthidium chilensis";"Senecio bustillosianus";"1"
"Anthidium funereum";"Senecio bustillosianus";"1"
"Anthophora incerta";"Senecio bustillosianus";"1"
"Auca coctei-pales";"Senecio bustillosianus";"1"
"Bombus dahlbomii";"Senecio bustillosianus";"1"
"Centris cineraria";"Senecio bustillosianus";"1"
"Diptera n.i.";"Senecio bustillosianus";"1"
"Eristalis tenax";"Senecio bustillosianus";"1"
"Etcheverrius chilensis";"Senecio bustillosianus";"1"
"Faunula leucoglene";"Senecio bustillosianus";"1"
"Hymenoptera n.i.";"Senecio bustillosianus";"1"
"Hypodynerus chiliotus";"Senecio bustillosianus";"1"
"Megachile semirufa";"Senecio bustillosianus";"1"
"Panurgineae sp.";"Senecio bustillosianus";"1"
"Ruiziella luctuosa";"Senecio bustillosianus";"1"
"Scaeva melanostoma";"Senecio bustillosianus";"1"
"Tatochila mercedis";"Senecio bustillosianus";"1"
"Villa  sp. ";"Senecio bustillosianus";"1"
"Megachile sp. 1";"Senecio bustillosianus";"1"
"Spathipalpus philippii";"Senecio bustillosianus";"1"
"Villa  verdensis";"Senecio bustillosianus";"1"
"Sarcophagidae n.i.";"Senecio bustillosianus";"1"
"Andinus venustus";"Senecio erucaeformis";"1"
"Anthidium funereum";"Senecio erucaeformis";"1"
"Auca coctei-pales";"Senecio erucaeformis";"1"
"Bombus dahlbomii";"Senecio erucaeformis";"1"
"Caenohalictus sp.";"Senecio erucaeformis";"1"
"Diptera n.i.";"Senecio erucaeformis";"1"
"Etcheverrius chilensis";"Senecio erucaeformis";"1"
"Hypodynerus chiliotus";"Senecio erucaeformis";"1"
"Megachile semirufa";"Senecio erucaeformis";"1"
"Panurgineae sp.";"Senecio erucaeformis";"1"
"Tatochila mercedis";"Senecio erucaeformis";"1"
"Megachile sp. 1";"Senecio erucaeformis";"1"
"Hypodynerus  sp. 3";"Senecio erucaeformis";"1"
"Chilicola  sp.";"Senecio erucaeformis";"1"
"Anthidium funereum";"Senecio francisci";"1"
"Auca coctei-pales";"Senecio francisci";"1"
"Hypsochila wagenknecti";"Senecio francisci";"1"
"Megachile semirufa";"Senecio francisci";"1"
"Panurgineae sp.";"Senecio francisci";"1"
"Bombyllidae n.i.";"Senecio francisci";"1"
"Tachinidae n.i.";"Senecio francisci";"1"
"Alloscirtetica sp.";"Senecio lithostaurus";"1"
"Auca coctei-pales";"Senecio lithostaurus";"1"
"Scaeva melanostoma";"Senecio lithostaurus";"1"
"Diptera n.i.";"Cardamine nivalis";"1"
"Ruiziella luctuosa";"Lepidium suffruticosum";"1"
"Diptera n.i.";"Euphorbia portulacoides";"1"
"Scaeva melanostoma";"Euphorbia portulacoides";"1"
"Tachinidae n.i.";"Euphorbia portulacoides";"1"
"Vespidae n.i.";"Euphorbia portulacoides";"1"
"Tabanidae n.i.";"Euphorbia portulacoides";"1"
"Diptera n.i.";"Erodium cicutarium";"1"
"Scaeva melanostoma";"Erodium cicutarium";"1"
"Alloscirtetica rufitarsis";"Phacelia secunda";"1"
"Alloscirtetica sp.";"Phacelia secunda";"1"
"Anthidium chilensis";"Phacelia secunda";"1"
"Anthidium decaspilum";"Phacelia secunda";"1"
"Anthidium gayi";"Phacelia secunda";"1"
"Anthidium adriani";"Phacelia secunda";"1"
"Anthidium sp.";"Phacelia secunda";"1"
"Anthophora incerta";"Phacelia secunda";"1"
"Anthophora sp.";"Phacelia secunda";"1"
"Bombus dahlbomii";"Phacelia secunda";"1"
"Cadeguala occidentalis";"Phacelia secunda";"1"
"Caenohalictus sp.";"Phacelia secunda";"1"
"Centris cineraria";"Phacelia secunda";"1"
"Colletes araucariae";"Phacelia secunda";"1"
"Hymenoptera n.i.";"Phacelia secunda";"1"
"Lithurgomma wagenknechti";"Phacelia secunda";"1"
"Megachile semirufa";"Phacelia secunda";"1"
"Ruizantheda mutabilis";"Phacelia secunda";"1"
"Scaeva melanostoma";"Phacelia secunda";"1"
"Scaptia atra";"Phacelia secunda";"1"
"Svastrides melanura";"Phacelia secunda";"1"
"Truphoecus bellus";"Phacelia secunda";"1"
"Megachile sp. 1";"Phacelia secunda";"1"
"Villa  verdensis";"Phacelia secunda";"1"
"Hypodynerus  sp. 3";"Phacelia secunda";"1"
"Anthidium chilensis";"Sisyrinchium arenarium";"1"
"Caenohalictus sp.";"Sisyrinchium arenarium";"1"
"Hymenoptera n.i.";"Sisyrinchium arenarium";"1"
"Tapinotaspis herbsti";"Sisyrinchium arenarium";"1"
"Tapinotaspis caerulea";"Sisyrinchium arenarium";"1"
"Caenohalictus sp. 2";"Sisyrinchium arenarium";"1"
"Caenohalictus sp. 3";"Sisyrinchium arenarium";"1"
"Megachile sp. 2";"Sisyrinchium arenarium";"1"
"Caenohalictus sp.";"Sisyrinchium junceum";"1"
"Elaphroptera relicta";"Sisyrinchium junceum";"1"
"Coleoptera n.i.";"Sisyrinchium junceum";"1"
"Tachinidae n.i.";"Sisyrinchium junceum";"1"
"Sarcophagidae n.i.";"Sisyrinchium junceum";"1"
"Caenohalictus sp.";"Sisyrinchium philippii";"1"
"Centris cineraria";"Sisyrinchium philippii";"1"
"Scaeva melanostoma";"Sisyrinchium philippii";"1"
"Coleoptera n.i.";"Sisyrinchium philippii";"1"
"Hymenoptera n.i.";"Solenomelus sisyrinchium";"1"
"Alloscirtetica rufitarsis";"Stachys albicaulis";"1"
"Alloscirtetica gayi";"Stachys albicaulis";"1"
"Alloscirtetica sp.";"Stachys albicaulis";"1"
"Anthidium gayi";"Stachys albicaulis";"1"
"Anthophora incerta";"Stachys albicaulis";"1"
"Anthophora sp.";"Stachys albicaulis";"1"
"Bombus dahlbomii";"Stachys albicaulis";"1"
"Cadeguala occidentalis";"Stachys albicaulis";"1"
"Centris nigerrima";"Stachys albicaulis";"1"
"Centris cineraria";"Stachys albicaulis";"1"
"Eurygostomyia philippii";"Stachys albicaulis";"1"
"Megachile semirufa";"Stachys albicaulis";"1"
"Scaeva melanostoma";"Stachys albicaulis";"1"
"Megachile sp. 1";"Stachys albicaulis";"1"
"Megachile sp. 2";"Stachys albicaulis";"1"
"Chilimelissa sp.";"Adesmia aconcaguensis";"1"
"Diptera n.i.";"Adesmia aconcaguensis";"1"
"Scaeva melanostoma";"Adesmia aconcaguensis";"1"
"Villa  semifuscata";"Adesmia aconcaguensis";"1"
"Villa  sp. ";"Adesmia aconcaguensis";"1"
"Xanthocolletes sicheli";"Adesmia aconcaguensis";"1"
"Anthidium decaspilum";"Adesmia brachysemon";"1"
"Centris cineraria";"Adesmia brachysemon";"1"
"Megachile semirufa";"Adesmia brachysemon";"1"
"Scaeva melanostoma";"Adesmia brachysemon";"1"
"Xanthocolletes sicheli";"Adesmia brachysemon";"1"
"Alloscirtetica rufitarsis";"Adesmia conferta";"1"
"Alloscirtetica sp.";"Adesmia conferta";"1"
"Anthidium chilensis";"Adesmia conferta";"1"
"Anthidium decaspilum";"Adesmia conferta";"1"
"Anthidium gayi";"Adesmia conferta";"1"
"Cadeguala occidentalis";"Adesmia conferta";"1"
"Centris cineraria";"Adesmia conferta";"1"
"Lithurgomma wagenknechti";"Adesmia conferta";"1"
"Mesonychium gayi";"Adesmia conferta";"1"
"Pseudolucia chilensis";"Adesmia conferta";"1"
"Scaeva melanostoma";"Adesmia conferta";"1"
"Chilicola  sp.";"Adesmia conferta";"1"
"Megachile sp. 2";"Adesmia conferta";"1"
"Xanthocolletes sicheli";"Adesmia exilis";"1"
"Xanthocolletes incahuasi";"Adesmia exilis";"1"
"Xanthocolletes sp.";"Adesmia exilis";"1"
"Liphanthus sabulosus";"Adesmia montana";"1"
"Alloscirtetica sp.";"Adesmia radicifolia";"1"
"Anthidium decaspilum";"Adesmia radicifolia";"1"
"Cadeguala occidentalis";"Adesmia radicifolia";"1"
"Caupolicana dimidiata";"Adesmia radicifolia";"1"
"Centris cineraria";"Adesmia radicifolia";"1"
"Megachile semirufa";"Adesmia radicifolia";"1"
"Scaeva melanostoma";"Adesmia radicifolia";"1"
"Xanthocolletes sicheli";"Adesmia radicifolia";"1"
"Xanthocolletes incahuasi";"Adesmia radicifolia";"1"
"Centris cineraria";"Anarthrophyllum cumingii";"1"
"Etcheverrius chilensis";"Anarthrophyllum cumingii";"1"
"Yramea lathonoides";"Anarthrophyllum cumingii";"1"
"Hypodynerus sp.2";"Anarthrophyllum cumingii";"1"
"Alloscirtetica sp.";"Astragalus curvicaulis";"1"
"Anthidium gayi";"Astragalus curvicaulis";"1"
"Caenohalictus sp.";"Astragalus curvicaulis";"1"
"Centris cineraria";"Astragalus curvicaulis";"1"
"Colletes fulvipes";"Astragalus curvicaulis";"1"
"Colletes sp.";"Astragalus curvicaulis";"1"
"Megachile semirufa";"Astragalus curvicaulis";"1"
"Mesonychium gayi";"Astragalus curvicaulis";"1"
"Megachile sp. 1";"Astragalus curvicaulis";"1"
"Sarcophagidae n.i.";"Astragalus curvicaulis";"1"
"Alloscirtetica sp.";"Astragalus sp.";"1"
"Anthidium gayi";"Astragalus sp.";"1"
"Hymenoptera n.i.";"Astragalus sp.";"1"
"Pseudolucia chilensis";"Astragalus sp.";"1"
"Megachile sp. 2";"Astragalus sp.";"1"
"Centris cineraria";"Lathyrus subandinus";"1"
"Hymenoptera n.i.";"Lupinus microcarpus";"1"
"Anthidium chilensis";"Loasa heterophylla";"1"
"Bombus dahlbomii";"Loasa heterophylla";"1"
"Megachile semirufa";"Loasa heterophylla";"1"
"Megachile sp. 1";"Loasa heterophylla";"1"
"Hymenoptera n.i.";"Loasa sigmoidea";"1"
"Alloscirtetica sp.";"Scypanthus elegans";"1"
"Anthidium chilensis";"Scypanthus elegans";"1"
"Anthidium funereum";"Scypanthus elegans";"1"
"Coelioxys sp.";"Scypanthus elegans";"1"
"Megachile semirufa";"Scypanthus elegans";"1"
"Megachile sp. 1";"Scypanthus elegans";"1"
"Megachile sp. 2";"Scypanthus elegans";"1"
"Centris cineraria";"Malesherbia linearifolius";"1"
"Hymenoptera n.i.";"Clarkia tenella";"1"
"Lepidoptera n.i.";"Oenothera acaulis";"1"
"Hymenoptera n.i.";"Oxalis geminata";"1"
"Coleoptera n.i.";"Oxalis geminata";"1"
"Muscidae sp.";"Oxalis geminata";"1"
"Diptera n.i.";"Oxalis sp.2";"1"
"Hymenoptera n.i.";"Oxalis sp.2";"1"
"Coleoptera n.i.";"Oxalis sp.2";"1"
"Yramea lathonoides";"Collomia biflora";"1"
"Caenohalictus sp.";"Calandrinia affinis";"1"
"Diptera n.i.";"Calandrinia affinis";"1"
"Habromyia lipoflava";"Calandrinia affinis";"1"
"Hymenoptera n.i.";"Calandrinia affinis";"1"
"Phulia nymphula";"Calandrinia affinis";"1"
"Prosopochaeta caliginosa";"Calandrinia affinis";"1"
"Scaeva melanostoma";"Calandrinia affinis";"1"
"Villa  hypoxantha";"Calandrinia affinis";"1"
"Sarcophagidae n.i.";"Calandrinia affinis";"1"
"Hypodynerus sp.2";"Calandrinia affinis";"1"
"Agromyzidae sp.1";"Calandrinia affinis";"1"
"Agromyzidae sp.2";"Calandrinia affinis";"1"
"Anthomyiidae sp.2";"Calandrinia affinis";"1"
"Anthidium chilensis";"Calandrinia uspallatensis";"1"
"Diptera n.i.";"Calandrinia uspallatensis";"1"
"Liphanthus sabulosus";"Calandrinia uspallatensis";"1"
"Megachile semirufa";"Calandrinia uspallatensis";"1"
"Scaeva melanostoma";"Calandrinia uspallatensis";"1"
"Villa  sp. ";"Calandrinia uspallatensis";"1"
"Diptera n.i.";"Barneoudia chilensis";"1"
"Hymenoptera n.i.";"Barneoudia chilensis";"1"
"Dasybasis sp. 1";"Barneoudia major";"1"
"Dasybasis sp. 2";"Barneoudia major";"1"
"Diptera n.i.";"Barneoudia major";"1"
"Scaeva melanostoma";"Barneoudia major";"1"
"Sarcophagidae n.i.";"Barneoudia major";"1"
"Scaeva melanostoma";"Acaena pinnatifida";"1"
"Scaeva melanostoma";"Tetraglochin alatum";"1"
"Diptera n.i.";"Quinchamalium chilensis";"1"
"Lycophlaeba lugubris";"Quinchamalium chilensis";"1"
"Scaeva melanostoma";"Quinchamalium chilensis";"1"
"Villa  hypoxantha";"Quinchamalium chilensis";"1"
"Centris nigerrima";"Calceolaria arachnoides";"1"
"Centris sp.";"Calceolaria biflora";"1"
"Centris nigerrima";"Calceolaria montana";"1"
"Hymenoptera n.i.";"Calceolaria montana";"1"
"Megachile sp. 2";"Calceolaria montana";"1"
"Hymenoptera n.i.";"Calceolaria sp.";"1"
"Centris cineraria";"Schizanthus garhamii";"1"
"Anthidium funereum";"Schizanthus hookeri";"1"
"Centris cineraria";"Schizanthus hookeri";"1"
"Megachile semirufa";"Schizanthus hookeri";"1"
"Villa  verdensis";"Schizanthus hookeri";"1"
"Hymenoptera n.i.";"Solanum tomatillo";"1"
"Hymenoptera n.i.";"Salpiglossus sp.";"1"
"Megachile semirufa";"Tropaeolum polyphyllum";"1"
"Hymenoptera n.i.";"Tropaeolum sessilifolium";"1"
"Megachile sp. 1";"Tropaeolum sessilifolium";"1"
"Hymenoptera n.i.";"Tropaeolum tricolor";"1"
"Diptera n.i.";"Asteriscium aemocarpon";"1"
"Villa  hypoxantha";"Asteriscium aemocarpon";"1"
"Diptera n.i.";"Bowlesia tropaeolifolia";"1"
"Scaeva melanostoma";"Bowlesia tropaeolifolia";"1"
"Sarcophagidae n.i.";"Bowlesia tropaeolifolia";"1"
"Auca coctei-pales";"Mulinum spinosum";"1"
"Diptera n.i.";"Mulinum spinosum";"1"
"Panurgineae sp.";"Mulinum spinosum";"1"
"Scaeva melanostoma";"Mulinum spinosum";"1"
"Villa  guttapennis";"Mulinum spinosum";"1"
"Villa  hypoxantha";"Mulinum spinosum";"1"
"Villa  sp. ";"Mulinum spinosum";"1"
"Villa  verdensis";"Mulinum spinosum";"1"
"Diptera n.i.";"Sanicula graveolens";"1"
"Prosopochaeta caliginosa";"Sanicula graveolens";"1"
"Scaeva melanostoma";"Sanicula graveolens";"1"
"Anthomyiidae sp.2";"Sanicula graveolens";"1"
"Diptera n.i.";"Valeriana gracileps";"1"
"Scaeva melanostoma";"Valeriana gracileps";"1"
"Anthomyiidae  sp.4";"Valeriana gracileps";"1"
"Diptera n.i.";"Verbena scoparia";"1"
"Hymenoptera n.i.";"Verbena scoparia";"1"
"Lycophlaeba lugubris";"Verbena scoparia";"1"
"Truphoecus bellus";"Verbena scoparia";"1"
"Villa  durvillei";"Verbena scoparia";"1"
"Villa  sp. ";"Verbena scoparia";"1"
"Chaetodemoticus chilensis";"Verbena scoparia";"1"
"Diptera n.i.";"Viola atropurpurea";"1"
"Chaetodemoticus chilensis";"Viola atropurpurea";"1"
