"sp_taxon_1";"sp_taxon_2";"value"
"Carcinides";"Lumbrinereis";"1"
"Carcinides";"Clymenella";"1"
"Myoxocephalus";"Lumbrinereis";"1"
"Myoxocephalus";"Clymenella";"1"
"Pagurus";"Gammarus";"1"
"Pagurus";"Talorchestia";"1"
"Cancer";"Gammarus";"1"
"Cancer";"Talorchestia";"1"
"Carcinides";"Gammarus";"1"
"Carcinides";"Talorchestia";"1"
"Myoxocephalus";"Gammarus";"1"
"Myoxocephalus";"Talorchestia";"1"
"Pagurus";"Mya";"1"
"Pagurus";"Ensis";"1"
"Pagurus";"Macoma";"1"
"Pagurus";"Solemya";"1"
"Cancer";"Mya";"1"
"Cancer";"Ensis";"1"
"Cancer";"Macoma";"1"
"Cancer";"Solemya";"1"
"Carcinides";"Mya";"1"
"Carcinides";"Ensis";"1"
"Carcinides";"Macoma";"1"
"Carcinides";"Solemya";"1"
"Myoxocephalus";"Mya";"1"
"Myoxocephalus";"Ensis";"1"
"Myoxocephalus";"Macoma";"1"
"Myoxocephalus";"Solemya";"1"
"Pagurus";"Littorina littorea";"1"
"Pagurus";"Onoba";"1"
"Cancer";"Littorina littorea";"1"
"Cancer";"Onoba";"1"
"Carcinides";"Littorina littorea";"1"
"Carcinides";"Onoba";"1"
"Myoxocephalus";"Littorina littorea";"1"
"Myoxocephalus";"Onoba";"1"
"Pagurus";"Crago";"1"
"Cancer";"Crago";"1"
"Carcinides";"Crago";"1"
"Myoxocephalus";"Crago";"1"
"Pagurus";"Glycera";"1"
"Pagurus";"Nereis";"1"
"Pagurus";"Cerebratulus";"1"
"Cancer";"Glycera";"1"
"Cancer";"Nereis";"1"
"Cancer";"Cerebratulus";"1"
"Carcinides";"Glycera";"1"
"Carcinides";"Nereis";"1"
"Carcinides";"Cerebratulus";"1"
"Myoxocephalus";"Glycera";"1"
"Myoxocephalus";"Nereis";"1"
"Myoxocephalus";"Cerebratulus";"1"
"Pagurus";"Polinices";"1"
"Pagurus";"Nassarius";"1"
"Cancer";"Polinices";"1"
"Cancer";"Nassarius";"1"
"Carcinides";"Polinices";"1"
"Carcinides";"Nassarius";"1"
"Myoxocephalus";"Polinices";"1"
"Myoxocephalus";"Nassarius";"1"
"Tautogolabrus";"Lumbrinereis";"1"
"Tautogolabrus";"Clymenella";"1"
"Pseudopleuronectes";"Lumbrinereis";"1"
"Pseudopleuronectes";"Clymenella";"1"
"Tautogolabrus";"Mya";"1"
"Tautogolabrus";"Ensis";"1"
"Tautogolabrus";"Macoma";"1"
"Tautogolabrus";"Solemya";"1"
"Pseudopleuronectes";"Mya";"1"
"Pseudopleuronectes";"Ensis";"1"
"Pseudopleuronectes";"Macoma";"1"
"Pseudopleuronectes";"Solemya";"1"
"Tautogolabrus";"Crago";"1"
"Pseudopleuronectes";"Crago";"1"
"Tautogolabrus";"Glycera";"1"
"Tautogolabrus";"Nereis";"1"
"Tautogolabrus";"Cerebratulus";"1"
"Pseudopleuronectes";"Glycera";"1"
"Pseudopleuronectes";"Nereis";"1"
"Pseudopleuronectes";"Cerebratulus";"1"
"Tautogolabrus";"Polinices";"1"
"Tautogolabrus";"Nassarius";"1"
"Pseudopleuronectes";"Polinices";"1"
"Pseudopleuronectes";"Nassarius";"1"
"Asterias";"Mya";"1"
"Asterias";"Ensis";"1"
"Asterias";"Macoma";"1"
"Asterias";"Solemya";"1"
"Asterias";"Gemma";"1"
"Asterias";"Polinices";"1"
"Asterias";"Nassarius";"1"
